,main_folder,seed,sample,cif_path,chain_iptm,chain_pair_iptm,chain_pair_pae_min,chain_ptm,fraction_disordered,has_clash,iptm,ptm,ranking_score,pdb_path,pdockq,avg_ipae
4283,salcis9,61,1,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-61_sample-1/model.cif,"[0.07, 0.07]","[[0.61, 0.07], [0.07, 0.66]]","[[0.76, 29.73], [28.63, 0.76]]","[0.61, 0.66]",0.11,0.0,0.07,0.48,0.2,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-61_sample-1/model.pdb,0.056715523822186836,29.18
4284,salcis9,61,0,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-61_sample-0/model.cif,"[0.07, 0.07]","[[0.62, 0.07], [0.07, 0.66]]","[[0.76, 29.46], [28.87, 0.76]]","[0.62, 0.66]",0.11,0.0,0.07,0.48,0.21,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-61_sample-0/model.pdb,0.13645339405837228,29.165
4285,salcis9,33,4,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-33_sample-4/model.cif,"[0.07, 0.07]","[[0.62, 0.07], [0.07, 0.66]]","[[0.76, 28.88], [28.65, 0.76]]","[0.62, 0.66]",0.12,0.0,0.07,0.48,0.21,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-33_sample-4/model.pdb,0.11471943288194085,28.765
4286,salcis9,33,3,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-33_sample-3/model.cif,"[0.07, 0.07]","[[0.62, 0.07], [0.07, 0.66]]","[[0.76, 28.03], [28.66, 0.76]]","[0.62, 0.66]",0.12,0.0,0.07,0.49,0.21,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-33_sample-3/model.pdb,0.1422761345536815,28.345
4287,salcis9,44,4,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-44_sample-4/model.cif,"[0.09, 0.09]","[[0.64, 0.09], [0.09, 0.65]]","[[0.76, 21.77], [24.61, 0.76]]","[0.64, 0.65]",0.12,0.0,0.09,0.48,0.22,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-44_sample-4/model.pdb,0.03133265369090614,23.189999999999998
4288,salcis9,44,3,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-44_sample-3/model.cif,"[0.09, 0.09]","[[0.64, 0.09], [0.09, 0.66]]","[[0.76, 21.92], [24.52, 0.76]]","[0.64, 0.66]",0.12,0.0,0.09,0.48,0.22,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-44_sample-3/model.pdb,0.027688160203292227,23.22
4289,salcis9,33,2,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-33_sample-2/model.cif,"[0.07, 0.07]","[[0.61, 0.07], [0.07, 0.65]]","[[0.76, 24.78], [26.35, 0.76]]","[0.61, 0.65]",0.15,0.0,0.07,0.47,0.23,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-33_sample-2/model.pdb,0.03779520398195423,25.565
4290,salcis9,44,2,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-44_sample-2/model.cif,"[0.07, 0.07]","[[0.64, 0.07], [0.07, 0.66]]","[[0.76, 26.73], [28.8, 0.76]]","[0.64, 0.66]",0.11,0.0,0.07,0.48,0.21,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-44_sample-2/model.pdb,0.0887872098715452,27.765
4291,salcis9,10,2,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-10_sample-2/model.cif,"[0.1, 0.1]","[[0.63, 0.1], [0.1, 0.66]]","[[0.76, 18.92], [21.69, 0.76]]","[0.63, 0.66]",0.12,0.0,0.1,0.49,0.24,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-10_sample-2/model.pdb,0.03957499407791015,20.305
4292,salcis9,83,2,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-83_sample-2/model.cif,"[0.1, 0.1]","[[0.64, 0.1], [0.1, 0.66]]","[[0.76, 19.98], [21.55, 0.76]]","[0.64, 0.66]",0.11,0.0,0.1,0.49,0.23,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-83_sample-2/model.pdb,0.06627692962577521,20.765
4293,salcis9,83,3,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-83_sample-3/model.cif,"[0.07, 0.07]","[[0.64, 0.07], [0.07, 0.66]]","[[0.76, 29.3], [29.23, 0.76]]","[0.64, 0.66]",0.13,0.0,0.07,0.48,0.22,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-83_sample-3/model.pdb,0.12264710264381085,29.265
4294,salcis9,10,4,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-10_sample-4/model.cif,"[0.11, 0.11]","[[0.63, 0.11], [0.11, 0.67]]","[[0.76, 19.32], [20.46, 0.76]]","[0.63, 0.67]",0.12,0.0,0.11,0.5,0.25,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-10_sample-4/model.pdb,0.06281081615839591,19.89
4295,salcis9,83,4,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-83_sample-4/model.cif,"[0.11, 0.11]","[[0.64, 0.11], [0.11, 0.65]]","[[0.76, 19.69], [21.25, 0.76]]","[0.64, 0.65]",0.1,0.0,0.11,0.48,0.23,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-83_sample-4/model.pdb,0.046893084911370654,20.47
4296,salcis9,10,3,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-10_sample-3/model.cif,"[0.1, 0.1]","[[0.63, 0.1], [0.1, 0.67]]","[[0.76, 19.51], [20.81, 0.76]]","[0.63, 0.67]",0.13,0.0,0.1,0.49,0.24,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-10_sample-3/model.pdb,0.02694683459634996,20.16
4297,salcis9,61,2,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-61_sample-2/model.cif,"[0.07, 0.07]","[[0.61, 0.07], [0.07, 0.64]]","[[0.76, 24.66], [26.89, 0.76]]","[0.61, 0.64]",0.1,0.0,0.07,0.47,0.2,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-61_sample-2/model.pdb,0.07174294475847544,25.775
4298,salcis9,61,3,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-61_sample-3/model.cif,"[0.08, 0.08]","[[0.61, 0.08], [0.08, 0.65]]","[[0.76, 22.93], [24.6, 0.76]]","[0.61, 0.65]",0.12,0.0,0.08,0.48,0.22,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-61_sample-3/model.pdb,0.04560158075654465,23.765
4299,salcis9,61,4,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-61_sample-4/model.cif,"[0.07, 0.07]","[[0.61, 0.07], [0.07, 0.66]]","[[0.76, 28.95], [28.8, 0.76]]","[0.61, 0.66]",0.13,0.0,0.07,0.48,0.22,./SalCIS9/output/SalCIS9_SalCIS13/salcis9/seed-61_sample-4/model.pdb,0.06238303725576358,28.875
4300,salcis9,44,0,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-44_sample-0/model.cif,"[0.81, 0.81]","[[0.71, 0.81], [0.81, 0.78]]","[[0.76, 1.65], [1.8, 0.76]]","[0.71, 0.78]",0.04,0.0,0.81,0.77,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-44_sample-0/model.pdb,0.48760583314387806,1.725
4301,salcis9,33,0,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-33_sample-0/model.cif,"[0.82, 0.82]","[[0.72, 0.82], [0.82, 0.79]]","[[0.76, 1.63], [1.58, 0.76]]","[0.72, 0.79]",0.05,0.0,0.82,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-33_sample-0/model.pdb,0.4701700334283793,1.605
4302,salcis9,44,1,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-44_sample-1/model.cif,"[0.81, 0.81]","[[0.71, 0.81], [0.81, 0.78]]","[[0.76, 1.63], [1.72, 0.76]]","[0.71, 0.78]",0.04,0.0,0.81,0.77,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-44_sample-1/model.pdb,0.4916404367421355,1.6749999999999998
4303,salcis9,33,1,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-33_sample-1/model.cif,"[0.82, 0.82]","[[0.71, 0.82], [0.82, 0.79]]","[[0.76, 1.59], [1.61, 0.76]]","[0.71, 0.79]",0.05,0.0,0.82,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-33_sample-1/model.pdb,0.48667927357625934,1.6
4304,salcis9,83,1,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-83_sample-1/model.cif,"[0.81, 0.81]","[[0.7, 0.81], [0.81, 0.78]]","[[0.76, 1.68], [1.73, 0.76]]","[0.7, 0.78]",0.04,0.0,0.81,0.78,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-83_sample-1/model.pdb,0.4622745546554041,1.705
4305,salcis9,10,1,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-10_sample-1/model.cif,"[0.81, 0.81]","[[0.71, 0.81], [0.81, 0.79]]","[[0.76, 1.6], [1.7, 0.76]]","[0.71, 0.79]",0.04,0.0,0.81,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-10_sample-1/model.pdb,0.5008510557551121,1.65
4306,salcis9,10,0,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-10_sample-0/model.cif,"[0.82, 0.82]","[[0.72, 0.82], [0.82, 0.79]]","[[0.76, 1.58], [1.53, 0.76]]","[0.72, 0.79]",0.04,0.0,0.82,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-10_sample-0/model.pdb,0.4743447788227466,1.5550000000000002
4307,salcis9,83,0,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-83_sample-0/model.cif,"[0.81, 0.81]","[[0.71, 0.81], [0.81, 0.79]]","[[0.76, 1.63], [1.67, 0.76]]","[0.71, 0.79]",0.04,0.0,0.81,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-83_sample-0/model.pdb,0.48526143356565504,1.65
4308,salcis9,61,1,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-61_sample-1/model.cif,"[0.81, 0.81]","[[0.71, 0.81], [0.81, 0.79]]","[[0.76, 1.65], [1.62, 0.76]]","[0.71, 0.79]",0.04,0.0,0.81,0.78,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-61_sample-1/model.pdb,0.47335557626183344,1.635
4309,salcis9,61,0,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-61_sample-0/model.cif,"[0.82, 0.82]","[[0.71, 0.82], [0.82, 0.79]]","[[0.76, 1.64], [1.63, 0.76]]","[0.71, 0.79]",0.04,0.0,0.82,0.79,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-61_sample-0/model.pdb,0.5015961308346296,1.6349999999999998
4310,salcis9,33,4,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-33_sample-4/model.cif,"[0.81, 0.81]","[[0.72, 0.81], [0.81, 0.78]]","[[0.76, 1.61], [1.64, 0.76]]","[0.72, 0.78]",0.05,0.0,0.81,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-33_sample-4/model.pdb,0.4887747905459122,1.625
4311,salcis9,33,3,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-33_sample-3/model.cif,"[0.82, 0.82]","[[0.72, 0.82], [0.82, 0.79]]","[[0.76, 1.62], [1.58, 0.76]]","[0.72, 0.79]",0.03,0.0,0.82,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-33_sample-3/model.pdb,0.4730110910208027,1.6
4312,salcis9,44,4,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-44_sample-4/model.cif,"[0.81, 0.81]","[[0.71, 0.81], [0.81, 0.78]]","[[0.76, 1.65], [1.72, 0.76]]","[0.71, 0.78]",0.05,0.0,0.81,0.77,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-44_sample-4/model.pdb,0.47390657763999683,1.685
4313,salcis9,44,3,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-44_sample-3/model.cif,"[0.8, 0.8]","[[0.71, 0.8], [0.8, 0.78]]","[[0.76, 1.66], [1.72, 0.76]]","[0.71, 0.78]",0.04,0.0,0.8,0.77,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-44_sample-3/model.pdb,0.4942203373852561,1.69
4314,salcis9,33,2,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-33_sample-2/model.cif,"[0.82, 0.82]","[[0.72, 0.82], [0.82, 0.79]]","[[0.76, 1.6], [1.7, 0.76]]","[0.72, 0.79]",0.04,0.0,0.82,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-33_sample-2/model.pdb,0.4531529434908086,1.65
4315,salcis9,44,2,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-44_sample-2/model.cif,"[0.81, 0.81]","[[0.71, 0.81], [0.81, 0.78]]","[[0.76, 1.62], [1.67, 0.76]]","[0.71, 0.78]",0.04,0.0,0.81,0.77,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-44_sample-2/model.pdb,0.48759655632091053,1.645
4316,salcis9,10,2,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-10_sample-2/model.cif,"[0.82, 0.82]","[[0.71, 0.82], [0.82, 0.79]]","[[0.76, 1.59], [1.58, 0.76]]","[0.71, 0.79]",0.03,0.0,0.82,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-10_sample-2/model.pdb,0.4960002653385572,1.585
4317,salcis9,83,2,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-83_sample-2/model.cif,"[0.82, 0.82]","[[0.71, 0.82], [0.82, 0.78]]","[[0.76, 1.63], [1.68, 0.76]]","[0.71, 0.78]",0.04,0.0,0.82,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-83_sample-2/model.pdb,0.4839837409320192,1.6549999999999998
4318,salcis9,83,3,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-83_sample-3/model.cif,"[0.81, 0.81]","[[0.7, 0.81], [0.81, 0.78]]","[[0.76, 1.69], [1.71, 0.76]]","[0.7, 0.78]",0.04,0.0,0.81,0.77,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-83_sample-3/model.pdb,0.43234912250809693,1.7
4319,salcis9,10,4,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-10_sample-4/model.cif,"[0.8, 0.8]","[[0.72, 0.8], [0.8, 0.79]]","[[0.76, 1.55], [1.56, 0.76]]","[0.72, 0.79]",0.05,0.0,0.8,0.78,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-10_sample-4/model.pdb,0.5290403576789735,1.5550000000000002
4320,salcis9,83,4,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-83_sample-4/model.cif,"[0.81, 0.81]","[[0.7, 0.81], [0.81, 0.78]]","[[0.76, 1.69], [1.67, 0.76]]","[0.7, 0.78]",0.04,0.0,0.81,0.77,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-83_sample-4/model.pdb,0.4620095298034294,1.68
4321,salcis9,10,3,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-10_sample-3/model.cif,"[0.82, 0.82]","[[0.72, 0.82], [0.82, 0.79]]","[[0.76, 1.62], [1.62, 0.76]]","[0.72, 0.79]",0.04,0.0,0.82,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-10_sample-3/model.pdb,0.49380701367273505,1.62
4322,salcis9,61,2,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-61_sample-2/model.cif,"[0.81, 0.81]","[[0.71, 0.81], [0.81, 0.79]]","[[0.76, 1.68], [1.66, 0.76]]","[0.71, 0.79]",0.04,0.0,0.81,0.78,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-61_sample-2/model.pdb,0.48379983134572946,1.67
4323,salcis9,61,3,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-61_sample-3/model.cif,"[0.81, 0.81]","[[0.71, 0.81], [0.81, 0.79]]","[[0.76, 1.63], [1.66, 0.76]]","[0.71, 0.79]",0.04,0.0,0.81,0.78,0.83,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-61_sample-3/model.pdb,0.4797571784989799,1.645
4324,salcis9,61,4,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-61_sample-4/model.cif,"[0.8, 0.8]","[[0.71, 0.8], [0.8, 0.79]]","[[0.76, 1.57], [1.62, 0.76]]","[0.71, 0.79]",0.05,0.0,0.8,0.78,0.82,./SalCIS9/output/SalCIS9_SalCIS12/salcis9/seed-61_sample-4/model.pdb,0.5276601814834367,1.5950000000000002
4325,salcis9,44,0,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-44_sample-0/model.cif,"[0.1, 0.1]","[[0.58, 0.1], [0.1, 0.53]]","[[0.76, 25.5], [25.07, 0.76]]","[0.58, 0.53]",0.06,0.0,0.1,0.45,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-44_sample-0/model.pdb,0.0413287499088487,25.285
4326,salcis9,33,0,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-33_sample-0/model.cif,"[0.09, 0.09]","[[0.6, 0.09], [0.09, 0.54]]","[[0.76, 25.6], [27.01, 0.76]]","[0.6, 0.54]",0.06,0.0,0.09,0.45,0.19,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-33_sample-0/model.pdb,0.11721763727373169,26.305
4327,salcis9,44,1,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-44_sample-1/model.cif,"[0.09, 0.09]","[[0.59, 0.09], [0.09, 0.53]]","[[0.76, 26.62], [27.38, 0.76]]","[0.59, 0.53]",0.06,0.0,0.09,0.44,0.19,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-44_sample-1/model.pdb,0.020864926555624722,27.0
4328,salcis9,33,1,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-33_sample-1/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.56]]","[[0.76, 25.14], [24.83, 0.76]]","[0.61, 0.56]",0.06,0.0,0.1,0.46,0.21,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-33_sample-1/model.pdb,0.038296369974428784,24.985
4329,salcis9,83,1,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-83_sample-1/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.55]]","[[0.76, 26.01], [26.99, 0.76]]","[0.61, 0.55]",0.06,0.0,0.1,0.46,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-83_sample-1/model.pdb,0.056221484239027605,26.5
4330,salcis9,10,1,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-10_sample-1/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.56]]","[[0.76, 25.45], [25.89, 0.76]]","[0.61, 0.56]",0.06,0.0,0.1,0.47,0.21,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-10_sample-1/model.pdb,0.052056065941397556,25.67
4331,salcis9,10,0,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-10_sample-0/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.55]]","[[0.76, 24.63], [26.09, 0.76]]","[0.61, 0.55]",0.04,0.0,0.1,0.46,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-10_sample-0/model.pdb,0.10382069551668723,25.36
4332,salcis9,83,0,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-83_sample-0/model.cif,"[0.09, 0.09]","[[0.61, 0.09], [0.09, 0.55]]","[[0.76, 26.58], [27.26, 0.76]]","[0.61, 0.55]",0.05,0.0,0.09,0.46,0.19,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-83_sample-0/model.pdb,0.037240759119701455,26.92
4333,salcis9,61,1,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-61_sample-1/model.cif,"[0.1, 0.1]","[[0.6, 0.1], [0.1, 0.53]]","[[0.76, 24.45], [24.94, 0.76]]","[0.6, 0.53]",0.06,0.0,0.1,0.45,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-61_sample-1/model.pdb,0.08303160839251453,24.695
4334,salcis9,61,0,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-61_sample-0/model.cif,"[0.1, 0.1]","[[0.59, 0.1], [0.1, 0.54]]","[[0.76, 26.67], [27.07, 0.76]]","[0.59, 0.54]",0.05,0.0,0.1,0.45,0.19,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-61_sample-0/model.pdb,0.057967232257525036,26.87
4335,salcis9,33,4,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-33_sample-4/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.55]]","[[0.76, 25.31], [25.81, 0.76]]","[0.61, 0.55]",0.06,0.0,0.1,0.46,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-33_sample-4/model.pdb,0.042214060846667935,25.56
4336,salcis9,33,3,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-33_sample-3/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.56]]","[[0.76, 25.53], [25.79, 0.76]]","[0.61, 0.56]",0.06,0.0,0.1,0.46,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-33_sample-3/model.pdb,0.06353894225077925,25.66
4337,salcis9,44,4,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-44_sample-4/model.cif,"[0.09, 0.09]","[[0.59, 0.09], [0.09, 0.54]]","[[0.76, 25.4], [26.43, 0.76]]","[0.59, 0.54]",0.06,0.0,0.09,0.45,0.19,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-44_sample-4/model.pdb,0.04033519062340309,25.915
4338,salcis9,44,3,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-44_sample-3/model.cif,"[0.1, 0.1]","[[0.59, 0.1], [0.1, 0.54]]","[[0.76, 25.83], [26.39, 0.76]]","[0.59, 0.54]",0.06,0.0,0.1,0.45,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-44_sample-3/model.pdb,0.06703172631417115,26.11
4339,salcis9,33,2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-33_sample-2/model.cif,"[0.09, 0.09]","[[0.61, 0.09], [0.09, 0.55]]","[[0.76, 26.67], [27.29, 0.76]]","[0.61, 0.55]",0.06,0.0,0.09,0.46,0.19,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-33_sample-2/model.pdb,0.02617331007197459,26.98
4340,salcis9,44,2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-44_sample-2/model.cif,"[0.09, 0.09]","[[0.59, 0.09], [0.09, 0.53]]","[[0.76, 26.26], [26.55, 0.76]]","[0.59, 0.53]",0.06,0.0,0.09,0.45,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-44_sample-2/model.pdb,0.056685961917300146,26.405
4341,salcis9,10,2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-10_sample-2/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.56]]","[[0.76, 25.22], [25.53, 0.76]]","[0.61, 0.56]",0.06,0.0,0.1,0.47,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-10_sample-2/model.pdb,0.04459114445245095,25.375
4342,salcis9,83,2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-83_sample-2/model.cif,"[0.09, 0.09]","[[0.6, 0.09], [0.09, 0.55]]","[[0.76, 26.79], [28.06, 0.76]]","[0.6, 0.55]",0.04,0.0,0.09,0.46,0.18,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-83_sample-2/model.pdb,0.03495102626074629,27.424999999999997
4343,salcis9,83,3,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-83_sample-3/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.56]]","[[0.76, 25.76], [26.14, 0.76]]","[0.61, 0.56]",0.06,0.0,0.1,0.47,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-83_sample-3/model.pdb,0.024907970472718338,25.950000000000003
4344,salcis9,10,4,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-10_sample-4/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.55]]","[[0.76, 25.13], [26.84, 0.76]]","[0.61, 0.55]",0.06,0.0,0.1,0.46,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-10_sample-4/model.pdb,0.05556160185395538,25.985
4345,salcis9,83,4,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-83_sample-4/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.56]]","[[0.76, 26.0], [26.1, 0.76]]","[0.61, 0.56]",0.06,0.0,0.1,0.47,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-83_sample-4/model.pdb,0.033467344221014134,26.05
4346,salcis9,10,3,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-10_sample-3/model.cif,"[0.1, 0.1]","[[0.61, 0.1], [0.1, 0.56]]","[[0.76, 25.23], [25.03, 0.76]]","[0.61, 0.56]",0.07,0.0,0.1,0.47,0.21,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-10_sample-3/model.pdb,0.07623918190965354,25.130000000000003
4347,salcis9,61,2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-61_sample-2/model.cif,"[0.1, 0.1]","[[0.59, 0.1], [0.1, 0.54]]","[[0.76, 26.44], [26.07, 0.76]]","[0.59, 0.54]",0.06,0.0,0.1,0.45,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-61_sample-2/model.pdb,0.03090024500550837,26.255000000000003
4348,salcis9,61,3,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-61_sample-3/model.cif,"[0.11, 0.11]","[[0.6, 0.11], [0.11, 0.54]]","[[0.76, 25.1], [24.63, 0.76]]","[0.6, 0.54]",0.05,0.0,0.11,0.45,0.2,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-61_sample-3/model.pdb,0.025124883184713433,24.865000000000002
4349,salcis9,61,4,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-61_sample-4/model.cif,"[0.09, 0.09]","[[0.6, 0.09], [0.09, 0.53]]","[[0.76, 26.75], [26.77, 0.76]]","[0.6, 0.53]",0.06,0.0,0.09,0.45,0.19,./SalCIS9/output/SalCIS9_SalCIS15/salcis9/seed-61_sample-4/model.pdb,0.024661253969954063,26.759999999999998
4350,salcis9,44,0,./SalCIS9/output/SalCIS9_SalCIS8/salcis9/seed-44_sample-0/model.cif,"[0.15, 0.15]","[[0.56, 0.15], [0.15, 0.71]]","[[0.76, 25.89], [23.47, 0.76]]","[0.56, 0.71]",0.13,0.0,0.15,0.61,0.3,./SalCIS9/output/SalCIS9_SalCIS8/salcis9/seed-44_sample-0/model.pdb,0.12889201785378973,24.68
